recording_id,speaker_id,has_keyword,start_s,end_s,duration_s,noise_type,noise_level,has_background_speech,is_clean,exclude,exclude_reason,raw_noise_text,short_label_warning
189,04,True,12.0,12.4,0.4,clean,none,True,True,False,,None,False
190,04,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
191,04,True,11.6,11.9,0.3,clean,none,False,True,False,,No Talking,False
192,04,True,12.5,12.8,0.3,clean,none,True,True,False,,None,False
193,04,True,11.7,12.0,0.3,clean,none,True,True,False,,None,False
194,04,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
195,04,True,12.5,12.7,0.2,clean,none,True,True,False,,None,False
196,04,True,11.7,12.0,0.3,clean,none,True,True,False,,None,False
197,04,True,11.5,11.8,0.3,clean,none,True,True,False,,None,False
198,04,True,11.0,12.3,1.3,clean,none,True,True,False,,None,False
199,04,True,12.3,12.5,0.2,clean,none,True,True,False,,None,False
200,04,True,11.9,12.1,0.2,clean,none,True,True,False,,None,False
201,04,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
202,04,True,12.1,12.299999999999999,0.2,clean,none,False,True,False,,No Talking,False
203,04,True,13.1,13.299999999999999,0.2,clean,none,True,True,False,,None,False
204,04,True,11.8,12.0,0.2,clean,none,True,True,False,,None,False
205,04,True,12.2,12.399999999999999,0.2,clean,none,True,True,False,,None,False
206,04,True,10.9,12.700000000000001,1.8,clean,none,True,True,False,,None,False
207,04,True,12.0,12.2,0.2,clean,none,True,True,False,,None,False
208,04,True,11.8,12.100000000000001,0.3,clean,none,True,True,False,,None,False
209,04,True,11.6,11.799999999999999,0.2,clean,none,True,True,False,,None,False
210,04,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
211,04,True,11.7,12.0,0.3,clean,none,True,True,False,,None,False
212,04,True,11.8,12.0,0.2,clean,none,True,True,False,,None,False
213,04,True,11.6,11.799999999999999,0.2,clean,none,True,True,False,,None,False
214,04,True,11.8,11.9,0.1,clean,none,True,True,False,,None,True
215,04,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
216,04,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
217,04,True,10.7,11.399999999999999,0.7,clean,none,True,True,False,,None,False
218,04,True,12.1,13.2,1.1,clean,none,True,True,False,,None,False
219,04,True,12.0,12.6,0.6,clean,none,True,True,False,,None,False
220,04,True,11.6,12.4,0.8,clean,none,True,True,False,,None,False
221,05,True,11.3,11.5,0.2,clean,none,True,True,False,,None,False
222,05,True,11.4,11.5,0.1,clean,none,True,True,False,,None,True
223,05,True,11.6,11.799999999999999,0.2,clean,none,True,True,False,,None,False
224,05,True,9.6,9.799999999999999,0.2,clean,none,True,True,False,,None,False
225,05,False,,,,unknown,none,False,False,True,annotator marked this an accidental recording,accedental record,False
226,05,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
227,05,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
228,05,True,11.7,12.0,0.3,clean,none,True,True,False,,None,False
229,05,True,11.8,12.3,0.5,clean,none,True,True,False,,None,False
230,05,True,11.7,12.0,0.3,clean,none,True,True,False,,None,False
231,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
232,05,True,12.0,12.2,0.2,clean,none,True,True,False,,None,False
233,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
234,05,True,11.6,12.0,0.4,clean,none,True,True,False,,None,False
235,05,False,,,,clean,none,True,True,False,,No Word,False
236,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
237,05,True,12.0,12.6,0.6,clean,none,False,True,False,,No Talking,False
238,05,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
239,05,False,,,,white_noise,medium,False,False,False,,White Noise Only,False
240,05,True,11.8,12.100000000000001,0.3,clean,none,True,True,False,,None,False
241,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
242,05,True,11.5,11.8,0.3,clean,none,True,True,False,,None,False
243,05,True,12.2,12.5,0.3,clean,none,True,True,False,,None,False
244,05,True,11.8,12.3,0.5,clean,none,True,True,False,,None,False
245,05,True,11.7,12.1,0.4,clean,none,True,True,False,,None,False
246,05,True,11.8,12.100000000000001,0.3,clean,none,True,True,False,,None,False
247,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
248,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
249,05,True,11.7,11.899999999999999,0.2,clean,none,True,True,False,,None,False
250,05,True,11.7,12.1,0.4,white_noise,medium,True,False,False,,White Noise,False
251,05,True,11.6,12.1,0.5,white_noise,medium,False,False,False,,White Noise With Word No Talking,False
252,05,True,11.8,12.200000000000001,0.4,white_noise,medium,True,False,False,,White Noise,False
253,05,False,,,,white_noise,medium,True,False,False,,White Noise No Word,False
254,05,True,11.7,12.1,0.4,clean,none,True,True,False,,None,False
255,05,True,12.2,12.6,0.4,clean,none,True,True,False,,None,False
256,05,True,11.9,12.8,0.9,clean,none,True,True,False,,None,False
257,05,True,11.8,12.5,0.7,clean,none,True,True,False,,None,False
258,05,True,11.6,11.799999999999999,0.2,clean,none,True,True,False,,None,False
259,05,True,11.9,12.1,0.2,clean,none,True,True,False,,None,False
260,05,True,12.0,12.3,0.3,clean,none,True,True,False,,None,False
261,05,True,12.3,12.600000000000001,0.3,clean,none,True,True,False,,None,False
262,05,True,11.8,12.0,0.2,clean,none,True,True,False,,None,False
263,05,True,12.0,12.3,0.3,clean,none,True,True,False,,None,False
264,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
265,05,True,11.7,12.0,0.3,clean,none,True,True,False,,None,False
266,05,True,11.6,12.1,0.5,clean,none,True,True,False,,None,False
267,05,True,11.9,12.3,0.4,clean,none,True,True,False,,None,False
268,05,True,11.9,12.3,0.4,clean,none,True,True,False,,None,False
269,05,True,11.7,12.1,0.4,clean,none,True,True,False,,None,False
270,05,True,11.6,11.9,0.3,clean,none,True,True,False,,None,False
271,06,True,10.2,10.6,0.4,clean,none,True,True,False,,,False
272,06,True,10.4,11.3,0.9,clean,none,True,True,False,,,False
273,06,True,9.2,9.6,0.4,clean,none,True,True,False,,,False
274,06,True,10.3,12.0,1.7,clean,none,True,True,False,,,False
275,06,True,10.3,10.700000000000001,0.4,clean,none,True,True,False,,,False
276,06,True,10.3,10.600000000000001,0.3,clean,none,True,True,False,,,False
277,06,True,10.5,10.9,0.4,clean,none,True,True,False,,,False
278,06,True,10.2,10.6,0.4,clean,none,True,True,False,,,False
279,06,True,10.5,11.4,0.9,clean,none,True,True,False,,,False
280,06,True,10.4,10.700000000000001,0.3,clean,none,True,True,False,,,False
281,06,True,10.1,11.799999999999999,1.7,clean,none,True,True,False,,,False
282,06,True,11.9,12.3,0.4,clean,none,True,True,False,,,False
283,06,True,10.2,10.6,0.4,clean,none,True,True,False,,,False
284,06,True,10.2,10.6,0.4,clean,none,True,True,False,,,False
285,06,True,10.3,11.9,1.6,clean,none,True,True,False,,,False
286,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
287,06,True,10.0,11.2,1.2,clean,none,True,True,False,,,False
288,06,True,10.2,10.6,0.4,clean,none,True,True,False,,,False
289,06,True,10.6,11.0,0.4,clean,none,True,True,False,,,False
290,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
291,06,True,10.1,10.6,0.5,clean,none,True,True,False,,,False
292,06,True,10.2,11.899999999999999,1.7,clean,none,True,True,False,,,False
293,06,True,10.2,12.299999999999999,2.1,clean,none,True,True,False,,,False
294,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
295,06,True,10.3,10.700000000000001,0.4,clean,none,True,True,False,,,False
296,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
297,06,True,10.4,10.8,0.4,clean,none,True,True,False,,,False
298,06,True,10.5,10.8,0.3,clean,none,True,True,False,,,False
299,06,True,10.2,12.7,2.5,clean,none,True,True,False,,,False
300,06,True,10.0,11.3,1.3,clean,none,True,True,False,,,False
301,06,True,10.1,10.4,0.3,clean,none,True,True,False,,,False
302,06,True,10.3,10.600000000000001,0.3,clean,none,True,True,False,,,False
303,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
304,06,True,10.4,10.700000000000001,0.3,clean,none,True,True,False,,,False
305,06,True,10.2,10.5,0.3,clean,none,True,True,False,,,False
306,06,True,10.5,10.9,0.4,clean,none,True,True,False,,,False
307,06,True,10.0,10.4,0.4,clean,none,True,True,False,,,False
308,06,True,10.0,10.3,0.3,clean,none,True,True,False,,,False
309,06,True,10.3,10.700000000000001,0.4,clean,none,True,True,False,,,False
310,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
311,06,True,9.9,11.1,1.2,clean,none,True,True,False,,,False
312,06,True,9.9,10.1,0.2,clean,none,True,True,False,,,False
313,06,True,9.3,9.600000000000001,0.3,clean,none,True,True,False,,,False
314,06,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
315,06,True,10.2,10.6,0.4,music,medium,True,False,False,,Music,False
316,06,False,,,,music,medium,True,False,False,,Music,False
317,06,True,10.3,10.700000000000001,0.4,music,medium,True,False,False,,Music,False
318,06,True,10.3,10.700000000000001,0.4,white_noise,medium,True,False,False,,White Noise,False
319,06,True,10.1,10.6,0.5,white_noise,medium,True,False,False,,White Noise,False
320,06,True,9.9,10.6,0.7,clean,none,True,True,False,,,False
321,07,True,9.8,10.600000000000001,0.8,clean,none,True,True,False,,,False
322,07,True,10.2,10.799999999999999,0.6,clean,none,True,True,False,,,False
323,07,True,10.0,11.0,1.0,clean,none,True,True,False,,,False
324,07,True,10.9,11.6,0.7,clean,none,True,True,False,,,False
325,07,True,10.3,11.0,0.7,clean,none,True,True,False,,,False
326,07,True,10.3,11.200000000000001,0.9,clean,none,True,True,False,,,False
327,07,True,10.2,10.899999999999999,0.7,clean,none,True,True,False,,,False
328,07,True,10.3,11.0,0.7,clean,none,True,True,False,,,False
329,07,True,10.1,10.7,0.6,clean,none,True,True,False,,,False
330,07,True,10.3,11.0,0.7,clean,none,True,True,False,,,False
331,07,True,10.2,11.2,1.0,clean,none,True,True,False,,,False
332,07,False,,,,clean,none,True,True,False,,,False
333,07,True,9.6,9.9,0.3,clean,none,True,True,False,,,False
334,07,True,10.2,10.6,0.4,clean,none,True,True,False,,,False
335,07,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
336,07,True,10.3,10.600000000000001,0.3,clean,none,True,True,False,,,False
337,07,True,10.1,10.4,0.3,clean,none,True,True,False,,,False
338,07,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
339,07,True,10.2,10.5,0.3,clean,none,True,True,False,,,False
340,07,True,10.1,10.5,0.4,clean,none,True,True,False,,,False
341,07,True,11.0,11.5,0.5,clean,none,True,True,False,,,False
342,07,True,9.9,10.4,0.5,clean,none,True,True,False,,,False
343,07,True,10.0,10.4,0.4,clean,none,True,True,False,,,False
344,07,True,9.7,10.1,0.4,clean,none,True,True,False,,,False
345,07,True,10.1,10.799999999999999,0.7,clean,none,True,True,False,,,False
346,07,True,10.3,10.8,0.5,clean,none,True,True,False,,,False
347,07,True,10.4,11.1,0.7,clean,none,True,True,False,,,False
348,07,True,10.2,10.5,0.3,clean,none,True,True,False,,,False
349,07,True,9.8,10.5,0.7,clean,none,True,True,False,,,False
350,07,True,10.3,11.100000000000001,0.8,clean,none,True,True,False,,,False
351,07,True,10.2,11.299999999999999,1.1,clean,none,True,True,False,,,False
352,07,True,10.2,10.799999999999999,0.6,clean,none,True,True,False,,,False
353,07,True,10.3,11.200000000000001,0.9,clean,none,True,True,False,,,False
354,07,True,10.0,10.8,0.8,clean,none,True,True,False,,,False
355,07,True,10.4,11.200000000000001,0.8,clean,none,True,True,False,,,False
356,07,True,10.2,10.799999999999999,0.6,clean,none,True,True,False,,,False
357,07,True,10.7,11.399999999999999,0.7,clean,none,True,True,False,,,False
358,07,True,10.1,10.7,0.6,clean,none,True,True,False,,,False
359,07,True,10.1,10.799999999999999,0.7,clean,none,True,True,False,,,False
360,07,True,9.7,10.2,0.5,clean,none,True,True,False,,,False
361,07,True,9.4,10.0,0.6,clean,none,True,True,False,,,False
362,07,True,9.8,10.600000000000001,0.8,clean,none,True,True,False,,,False
363,07,True,9.9,10.700000000000001,0.8,clean,none,True,True,False,,,False
364,07,True,10.3,11.200000000000001,0.9,clean,none,True,True,False,,,False
365,07,True,9.7,10.299999999999999,0.6,music,medium,True,False,False,,Music,False
366,07,False,,,,music,medium,True,False,False,,Music,False
367,07,True,9.8,10.700000000000001,0.9,music,medium,True,False,False,,Music,False
368,07,True,8.7,9.399999999999999,0.7,white_noise,medium,True,False,False,,White Noise,False
369,07,True,9.3,9.9,0.6,white_noise,medium,True,False,False,,White Noise,False
370,07,True,9.3,10.200000000000001,0.9,white_noise,medium,True,False,False,,White Noise,False
